id,listing_id,reviewer_name,date,comment_text,rating,cleanliness,communication,location,sentiment_score
160436627,19042037,芊瑜,2017-06-14,非常好👍就是小了点照片看着大很多 交通方便在bts旁边 楼下就有很多吃的用的 还有超市。谢谢🙏回复也很及时,3.7,4.6,3.6,4.7,0.74
166627212,19042037,然,2017-07-04,房东台湾帅炸的哥哥，自认不如，哈哈哈，VX给的如何到达，换钱，吃饭的地方真的太细心，太贴心，就像那句口号一样，第一句话听到中文，真好，安全感倍增。,3.8,3.2,4.9,3.4,0.76
166938073,19042037,梦禹,2017-07-05,非常愉快的一次入住！老板人非常nice！之前加了老板的微信，各种信息都介绍的非常全面，很细心，有任何问题都耐心的回复，比心。酒店的位置靠近MRT，餐饮，水果，超市楼下都有，非常方便。房间整洁干净很温馨！,4.6,3.5,3.7,4.2,0.92
167219651,19042037,梦禹,2017-07-06,老板服务非常好，人很热心，中文特别好！酒店温馨干净，交通方便！,3.6,5.0,4.9,4.3,0.72
169282937,19042037,小茶,2017-07-12,很可爱的单身公寓式的房间，干净温馨。楼下有7-11，隔壁有小吃摊，离地铁站大概4-5分钟，也近。遗憾只住了1夜，附近的地图还没摸透😬😘。。下次去曼谷还会入住的,5.0,4.5,3.8,3.1,1.0
170638396,19042037,建彬,2017-07-16,房间地理位置很好，而且靠近地铁，附近就有7－11，但又不失安静，房东很热情，一开始就把想问的东西，全发过来了，清晰，明了，总之，很愉快的一个旅程，还遗憾才住了一天,3.9,4.4,4.7,3.9,0.78
171243086,19042037,ปราการ,2017-07-17,ใหม่ สะอาด อาหารสะดวก เดินถึง MRT สะดวก คุ้มค่ามาก,4.1,3.5,4.0,3.9,0.82
171855331,19042037,星莹,2017-07-19,去地铁站蛮方便的，虽然说我们出门都是坐taxi🚕。附近的火车夜市真的超级棒，吃货们的天堂。去大皇宫那边可能就稍远，我们当时打车没有司机愿意带我们，只好去坐地铁了。房东都超好的，中文交流特别爽哈哈~在入住前给我们的干货也特别足，帮到了我们不少~,4.2,3.9,4.7,3.9,0.84
172801480,19042037,燕,2017-07-22,老板很亲切，房间很干净，入住跟舒服,3.0,3.7,4.1,3.8,0.6
165784666,19126623,Napat,2017-07-02,It is good and value for money. ,3.8,3.6,4.2,3.2,0.76
212485131,19126623,Birgitte,2017-11-18,"Very good value for money. We also visited the neighbourhood and found a night market, a river and a temple. Lovely to cool down in the pool.<br/>In the airport I discovered that I had lost my bag. What a nightmare.....<br/>I tried to stay calm and called the hotel. When the driver returned to the airport a second time, he brought my bag. What an excellent service. I got everything back, my passport and my purse.<br/>Except for noise from a neighbouring air conditioning, everything was excellent.",3.3,3.1,3.9,4.2,0.66
217621129,19126623,Asadang,2017-12-10,Good.,3.9,3.8,4.4,4.9,0.78
222897614,19126623,Miguel,2017-12-31,:),4.4,4.1,4.1,4.6,0.88
231208052,19126623,Daisy,2018-01-31,"near airport with free airport transfer, which is great. swimming pool is clean and view outside is good. there is a night market nearby with 10mins walk and a massage just out of the corner. it's a cozy place to stay.",3.3,4.0,4.6,4.8,0.66
231843984,19126623,Lily,2018-02-03,great,3.8,3.1,4.5,3.2,0.76
245150906,19126623,Khaled,2018-03-21,"Cool place, close to the airport ",3.5,4.6,4.1,3.4,0.7
255589501,19126623,Leon,2018-04-21,"Ich erreichte das Hotel 1 Stunde vor der Check-In Zeit und bekam problemlos in 5 min ein Zimmer, auch wenn dies nicht den Fotos auf AirBnB entsprach. Trotzdem super Aufenthalt!",4.6,3.5,4.1,4.1,0.92
260201917,19126623,Echo,2018-05-04,服务特别的好，位置也方便，干净整洁，是一次很棒的体验,3.9,3.7,4.8,4.5,0.78
267560260,19126623,Jose,2018-05-22,"Place was small but very clean, great value and close to airport.",3.5,4.5,4.3,4.9,0.7
185175030,20285860,Cory,2017-08-21,"Sutatt is the perfect host- available, friendly and exceedingly gracious. Highly recommend this cozy stay in a great neighborhood. Will not be disappointed.",3.8,3.4,3.7,3.2,0.76
188858666,20285860,Kelly,2017-08-31,"Best host ever, kind and friendly, it is like visiting family. The studio is clean and quiet in a lively neighborhood with a convenient store at the corner, a big mart one block away, Street Food stalls outside the building and restaurants. It's 5 minutes away from the pier to take the boat (cheap and quick) to access wat arun, wat pho and the palace. Many bus stops around and bts too. Definitely the best place to stay in Bangkok, wouldn't go anywhere else if we come back here. Thanks to our great host. ",4.5,3.8,4.3,3.5,0.9
204208273,20285860,Michael,2017-10-17,"The room is big and comfy. Nice to stay for 2 person. Have webTV for use if you need some in house entertainment. Host is nice and feel free to ask for travel tips. Note that the exact location and address is differ from AirBnB official address, do communicate with host to avoid lost in BangRak ( i personally wasted 2 hours plus to look around the exact destinations).  Overall is a comfy place to stay, do bare in mind the bed is slightly dusty and i got bite by dust mite, do take note if you allergy to dust mite.",3.3,4.2,4.2,4.1,0.66
209274861,20285860,Jacob,2017-11-05,"This was our first stop in Bangkok and after 30 hours of travelling we were ready for a good rest. Prior to arriving the communication was fantastic and very prompt. We were upgraded to a bigger room so actually stayed in Bens Place. On arrival we were met promptly by our host, Ben. He was very kind leaving water and fruit for us and gave us advise and recommendations throughout our stay, the perfect host. He lives on the fourth floor and said he was available should we need him throughout our stay. The room is modern, clean, well equipped, spacious and the air con is amazing. Very comfortable beds and hot shower. We found the location to be very good, a short walk to the market in Bangrak with wonderful street food and covered food hall. It felt like a local neighbourhood, rather than a tourist trap, but altogether very safe and easy to navigate. <br/>Over all we felt this was a very good price for a very nice room in a great spot. Thank you Ben, if we are in Bangkok again, we will be back at your place!",4.5,3.5,4.0,4.6,0.9
223928165,20285860,Ayu,2018-01-02,"Well, there were so many great things I have experienced during my stay at Sweet Home. First thing first, I really appreciated on how responsive Suttat was when I needed to ask some urgent matters.<br/>The next thing was when he picked me and my friend, Nitya, avoiding the chance for us to get lost. That was a very kind of him. The room itself was actually way way way beyond my expectation for such extremely affordable rate. It was also equipped with microwave, a fridge, and the epic one: a rice cooker!<br/>The location is very strategic: close to a shopping mall called Robinson which is only few steps away to Saphan Thaksin BTS,  while the closest Pier from Suttat's place is the Oriental Pier. There are two convenient stores (Seven Eleven) within walking distance about 2 mins from Sweet Home. Oh and the Lerdsin Hospital is located just across the nearest Seven Eleven in the neighbourhood (in case of emergency :p).<br/>On the top of everything, Suttat and his family were such super generous persons I have ever met! Definitely will stay with them the next time I visit Bangkok! :)",4.8,3.9,4.9,3.1,0.96
225603714,20285860,Sam,2018-01-07,Ben was the sweetest and best host i have ever had. He went above and beyond to help us get accustomed and familiar to the area. He bought us food and coffee and even let us use his washer. The room was spacious and clean. Very cozy and provided us with everything we need to have a nice stay. I would definitely recommended Ben’s place.,3.7,3.4,4.8,4.7,0.74
226510133,20285860,Paulina,2018-01-11,"Sutatt was a perfect host, who arranged everything in house for our stay. He was very kind and helpful. The room was clean, cozy and included everything what we wanted. It was located near the river, in a very convenient district. I really recommend this place!:)",4.0,3.5,4.9,3.3,0.8
227473880,20285860,Jane,2018-01-15,Sutatt’s place is very clean and perfect for a stay in Bangkok. He was a very thoughtful and informative host who gave us tips which were useful...in the morning he dropped off little treats...There was coffee and tea in the room and a fridge microwave and kettle...The market is outside and the street food was very tasty..There were a couple of nice restaurants one alley up where we enjoyed dinners and coffees...The bed was as new and comfortable....we felt very safe and secure....I would recommend this place. Its central to everything by river or bus or train...Sutatt kindly had his daughter meet us at the BTS train exit when we arrived after a very long flight...and she showed  us the way home. We emailed from the airport as arranged...it was an easy check in...Thank you...,4.5,4.6,4.2,3.4,0.9
229508959,20285860,Aaron,2018-01-24,"Ben’s place was great! Big comfortable bed, hot shower, toilet had a fantastic bidet sprayer (we need those in the US!) Great kitchen amenities such as a refrigerator, microwave and sink, and it was in a great location! It was an apartment that’s close to Silom area and Patpong night market by taxi (maybe 20 minute walk) Ben was very fast with his responses and he was very accommodating as well! And what’s best! There is a market right outside of his apartment! Phenomenal Thai food that’s extremely cheap! I would definitely stay at Ben’s place again!!!! Thanks so much, Ben!!",4.2,4.1,4.6,4.7,0.84
231022939,20285860,Craig,2018-01-30,"The hosts were lovely. Really kind and helpful, even offered to meet us to help us find the place. My only complaint was it was at ground level and we had no outside window. The window was onto an entranceway which had a bright light. You couldnt open the window and the room was dark. You didnt know if it was night or day.",3.6,4.7,5.0,3.8,0.72
237440786,20308374,Aya,2018-02-23,"新装修的房子我们很荣幸成为第一个住客，房东很贴心，从旅行前期就为我们安排好一切并及时关注我们，给了我们首次曼谷旅游很多推荐，房子很干净，除了门禁以外还配3把锁这让我们很有安全感，我很看中这个，另外屋内装修的很时尚，一应俱全，拎包入住哈哈哈，这房子地处闹市区，我们打Taxi去大皇宫，摩天轮夜市和central world都是100泰铢内（有时候司机见到外国游客会说很堵车可以适当加点钱因为泰国实在太便宜了不论吃的还是打车），楼下出门走路10分钟有好多吃的特别推荐奶酪巧克力饼和烤虾，再走5分钟是巴蓬夜市逛完夜市出口就是美食一条街，推荐starbursts斜对面一家吃咖喱蟹的很不错，我们在泰国只呆4天5夜，前2个晚上定在皇后公园的万豪，后来3天住在房东这，强烈推荐这个小家庭，特别适合像我们这样一对夫妻或情侣入住，外加一两个小宝贝也够住，沙发直接拉开也可以当个床，贴心！ We are honored to be the first guest of the newly renovated house, and the landlord is very sweet. From the early stage of the trip, we have arranged everything and paid attention to us in time. We have been given a lot of recommendations for our first trip to Bangkok, and the house is very clean. In addition to the entrance guard, there were also 3 locks that made us feel very secure. I was very attracted to this. In addition, the interior of the house was very stylish and everything was available. The bag was in haha. The house was located downtown. We went to the Grand Palace by Taxi. The Ferris Wheel Night Market and the central world are within 100baht (sometimes drivers who see foreign tourists say they can get a little extra money in traffic jams because Thailand is too cheap to eat or take a taxi, and there's plenty to eat when you walk downstairs for 10 minutes. Cheese chocolate cakes and grilled prawns, Another 5 minutes is the Bhapong night market, the exit of the night market is a gourmet street. It is recommended that a house across from starbursts eat curry crab very well. We only stay in Thailand for four days and five nights, and the first two nights are set at Marriott in Queen's Park. Later 3 days living in the landlord this, strongly recommended this small family, especially suitable for a couple or couples like us to move in, plus one or two small baby also enough, sofa can also be opened as a bed, intimate!",4.9,5.0,4.4,3.2,0.98
240972041,20308374,Sheikh Ridzuan,2018-03-07,"The apartment is located in a very strategic place. Public transport was very easy as it is close to BTS station Salaedeng and Chong Nonsi, MRT station Silom was also nearby. The unit is very clean and stylish. The building itself is a bit old but was very well maintained and clean. The unit has all the amenities that you need. It was also very spacious. Check in and out was very easy as there is always a person at the building's reception. Harnpon is a wonderful host. Very fast to response to any question. He even let us check in early as the unit was not in use the day before. We also used Grab for transportation besides the train system. Try to avoid using taxi as they are very reluctant in using the meter. I would definitely recommend this place for those planning to go to Bangkok.",4.8,4.7,4.3,4.7,0.96
242761775,20308374,Katsuyoshi,2018-03-13,親切でとても良かった。<br/>お部屋もおしゃれでgood！<br/>目の前セブンイレブンで便利<br/>パッポンから歩いて5分くらいです。<br/>BTSからも歩けます。<br/>おすすめ！,4.0,4.5,4.5,3.7,0.8
244093792,20308374,Huy,2018-03-18,The apt really cold design and location are the best. Host with a quick response which very helpful to help the guest. Thank you for the wonderful trip.,4.8,3.8,5.0,4.8,0.96
246717466,20308374,Dulat,2018-03-26,"Location is very good. Close to BTS and metro. Apartment is clean. If I will be back to Bangkok, I would choose this apartment again.",3.6,3.2,4.8,3.5,0.72
250721458,20308374,Thierry,2018-04-06,Perfect location near BRT railway and the bangkok centre.<br/>Cosy flat with all you nead,4.3,3.1,3.8,3.4,0.86
252009478,20308374,Marcie,2018-04-09,Wonderful place to stay in Bangkok!,4.0,4.9,4.4,3.2,0.8
254770917,20308374,Arik,2018-04-18,"The best place to stay. Stylish condo with a balcony and a fully equipped kitchen. Big and comfy sofa in the living room area that can host 2 more people. Harnpon is lovely and very communicative. There's a pool and a small gym upstairs. An elevator for an easy access with luggage. 7/11 is just across the street, it's so convenient. 2 minutes walk from Silom. Absolutely perfect stay. I've already booked it for my next trip. I honestly recommend this condo.",3.8,4.5,4.8,4.3,0.76
257381092,20308374,Arik,2018-04-26,"Lovely place in the heart of Silom. Harnpon is so sweet, he did everithing to make me feel compfortable in his place. The place is int he center, 7/11 is just outsid the door, there's an elevator, a swimming pool, little gym. Electronical lock on the door (and a regular lock to feel the safest you can), s small porch; kitchen' working space; living room for hosting and a dining table. GREAT aircon. So stylish, so thouthfull.  It's my second stay and I'll definately will choose this place for my next visits.",3.6,3.4,4.2,4.6,0.72
261746778,20308374,Waiyam,2018-05-07,感覺非常好 房間各樣跟照片相同 交通方便<br/>房主 好有耐心 有問必答 回覆速度快！,4.2,4.2,4.5,3.7,0.84
202372752,20987416,蒙希,2017-10-11,房子真的很大很干净，离各个地方都很方便。,4.3,3.7,4.6,4.5,0.86
203356053,20987416,Arsaya,2017-10-15,"Anupong’s place is very good value for money.This house is so comfortable and nice for big group or family. Anupong is also a fantastic host and is very helpful. He took care for us so much. Although our check in time was so late at night, he contacted kindly and told a taxi driver how to go to this house.<br/>Location wise is good as it is nearby to On Nut BTS station with 10 min walking distance. However If you don't want to walk, He can arrange a tuk tuk for pick you up from the house to the BTS station. And it is quite easy to book either Uber or Grab to anywhere in Bangkok. There are a lot of nice street food along the street and there are convenient store nearby just as 7-11 and Tesco lotus.We want to stay in this house again when we go to Bangkok next time.",3.5,3.3,4.1,4.2,0.7
209007271,20987416,Xhyya,2017-11-04,特别棒特别适合一群小伙伴去旅游 出门离轻轨特别近！旁边有711！值得入住！！！,4.0,3.3,4.5,4.1,0.8
211015254,20987416,Young Duk,2017-11-12,장점으로는 숙소가 크고 깨끗한 편이며 주변이 아주 조용해서 잠을 방해하지 않습니다. 또한 침대도 넓고 에어컨도 잘 작동되어 쾌적하게 지낼 수 있었습니다. 단점으로는 위치가 처음에 찾기 애매한 곳에 있으며 택시를 잡으려면 핰 5분~10분정도 큰길까지 걸어나가야 합니다. 또한 지내는 동안 부엌에서 바퀴벌레가 나와 그거 잡느라 좀 애를 먹었습니다. 이점만 빼면 참 좋은 숙소입니다.,3.5,4.2,3.7,3.5,0.7
211721645,20987416,梓欣,2017-11-14,房子很干净，很舒服，值得一家老小过来住,4.8,3.9,3.7,5.0,0.96
212266177,20987416,Dilys,2017-11-17,The house is tidy and clean. The host Anupong is helpful and friendly!We will definitely come back again when we visit Bangkok next time:) Thank you Anupong!,3.2,3.1,4.6,3.4,0.64
212749914,20987416,Rahul,2017-11-19,Well maintained and a neat place. The host was very responsive and helpful. I would recommend this place for a family vacation.,4.8,3.8,5.0,3.0,0.96
214958961,20987416,Connie,2017-11-27,"The House is very nice and tidy, there have 4 bedrooms, good for a big friends and family.  Bed and pillows are very comfortable, all furniture appliances a new.  The description is the same.  Anupong responded very quickly.  And he also arrange the van for us.  I am highly recommended his house for everyone.",4.4,3.2,3.6,4.3,0.88
216478996,20987416,Anis,2017-12-04,Great house to stay with a group of people. Very spacious and comfortable. Picture is accurate and near to bts onnut.,3.0,3.1,3.9,4.5,0.6
217166324,20987416,Shuyin,2017-12-08,"We had a very good time in this big house, really feel like home. There are 4 rooms for 7persons to sleep. Very clean and quiet，the host is very helpful!",3.5,3.2,5.0,3.6,0.7
197272734,21021749,Phillip,2017-09-25,Sehr schöne Designerwohnung in guter Lage! Sehr empfehlenswert!!,3.1,3.1,3.7,4.8,0.62
206769208,21021749,Christian,2017-10-27,"Appartement situé à 500 mètres de la gare Hua Lam Phong, et de la station de métro du même nom, dans une impasse très calme, avec pour voisins de très gentils habitants de Bangkok. Proche de MBK et Siam Center... Appartement ancien, mais rénové  avec goût, très bien équipé à neuf.",3.1,4.7,4.7,4.6,0.62
208337677,21021749,Benjamin,2017-11-01,Great place in Bangkok,3.6,3.5,3.6,3.9,0.72
209276384,21021749,Manuel,2017-11-05,"That is an amazing place! The house is exactly as described! Super clean, very nice details in the interiour, great TV (with worldwide channels), nice table, a rooftop terrace, very nice bath (actually two of them)! It´s located quite well, so all the typical destinations can be reached easily (by bus or taxi or walking, if you like to walk a bit, like me :-)). The hosts are very welcoming and helpful, too! So, there´s really nothing to complain about! :-) I can absolutely recommend this place.",3.0,4.0,4.2,3.8,0.6
210203615,21021749,Bronwen,2017-11-08,"Napa's place is down a short alley (soi) in central Bangkok. It is on two floors , the first floor up one flight of old stairs, beautifully restored, is a sitting room with large television and tea/coffee  facilities. Upstairs is a beautiful bathroom and a large  bedroom with  a balcony looking out at trees. Napa is very helpful and has a lovelymanner.<br/>.<br/>Sharon Blaikie",4.4,4.0,3.7,4.7,0.88
210522910,21021749,Mark,2017-11-10,"The apartment was located about 10 minutes walk from Hua Lamphong MRT station, and there are taxis and buses nearby, so getting around is very easy. There's lots to see around Chinatown nearby and its easy to get to all the major tourist attractions, like temples and khaosan road.<br/>It's on a very Thai soi, a small backstreet where other locals live, so you get a real experience of how Thai people live their lives, which was really great. <br/>It's an older building that's been renovated and has a really hip/cool style, with has a nice private roof terrace which is good for a beer or two in the evening.<br/>Napa was a great and friendly host, gave us tips about the area and recommended some cool bars to check out nearby. <br/>Really enjoyed our stay here and a slice of Thai life, great place!",3.5,5.0,4.0,3.6,0.7
210990009,21021749,Jayme,2017-11-12,"5* Napa’s place is beautiful and she is a wonderful, accommodating host. If you are planning to stay anywhere in Bangkok, stay at Napa’s place!",3.7,3.0,4.1,4.8,0.74
212479600,21021749,Nadine,2017-11-18,"Appartement parfait, très joli, grand, dans une impasse calme, confortable (air climatisé et 2 terrasses) très bien situé, tout prés de la gare ferroviaire et metro MRT de Hua Lamphong, du quartier de Chinatown (accessible par plusieurs bus), du quartier National Stadium. Napa est très prévenante, pleine de bons conseils et attentionnée. Séjour parfait",4.2,4.5,3.7,4.0,0.84
213608025,21021749,Wesley,2017-11-22,Best Airbnb for the value. Napa is nice and communicates quickly. 5 Stars when you consider price to value.,3.8,3.6,3.9,4.3,0.76
213929129,21021749,Lucia,2017-11-24,"Excelente lugar para quedarse! Muy limpio y cómodo.. Napa es muy atenta, nos dejo un mapa con los buses y lugares para comer cerca del departamento. La estación Hua Lapmpong queda a 10/15min caminando<br/>El lugar está bien equipado. Volvería sin dudas!",4.6,3.0,4.9,4.7,0.92
197821116,20869092,榴莲小姐,2017-09-27,"Superior location, beautiful environment and high security",4.5,3.1,4.4,4.1,0.9
198051503,20869092,Juan,2017-09-28,"Wow!    Great place!    Super clean, modern, great fitness center and pool, bottled water......can't rave about the amenities enough.    Conveniently located to the SBS Train.....Tremendous hospitality!!    I loved it so much, I booked another stay while there!",3.6,3.0,4.4,5.0,0.72
200604926,20869092,灵剑,2017-10-06,like,3.4,3.6,3.9,4.8,0.68
201266281,20869092,Agnes,2017-10-08,"Beautiful apartment - I would say even nicer than the photos can show. The room was clean, minimalistic, spacious - it was everything we were expecting and more. A washing machine (plus detergent) is offered, which is great. Bed and pillows were extremely comfortable. In terms of extra amenities, there is a beautiful pool and a massage place downstairs (which, surprisingly, was not extremely expensive and had prices on par with most others I've seen in Bangkok).<br/>The location is close to the BTS station but is tucked into an alley, allowing it to remain quiet. The property itself offers a free tuktuk to the BTS station or to the nearby market where you can find lots of street food vendors. <br/>Suchada is extremely quick with responses and very helpful. Checking in was a seamless and easy process. <br/>Would definitely recommend this property and will choose this place for future stays in Bangkok (if it's available)! ",5.0,4.3,4.6,4.3,1.0
202356450,20869092,Cho Kai Long,2017-10-11,"Great helpful owner,<br/>Nice and clean. <br/>Happy stay!",4.1,4.7,4.5,3.3,0.82
205380646,20869092,Alex,2017-10-22,"We were warmly received by Suchada & Tik upon arrival. The place looks exactly like what was described - stylish, clean & spacious. The place has everything required for a good stay. The place was a 5 minutes walk to Sanam Pao BTS & there is also complimentary in-house tuk-tuk service to and fro Sanam Pao station. Sanam Pao Station is a good place to begin exploring Bangkok city as it is only a few stations away from Chatuchak weekend market and Siam. We would recommend anyone visiting Bangkok to consider Suchada’s place for a stay!",4.4,3.3,4.7,4.8,0.88
206770533,20869092,Athittaya,2017-10-27,"Cost and place very reasonable, helpful staffs, clean and very comfortable",4.5,4.2,3.5,4.8,0.9
209313894,20869092,Alison,2017-11-05,Great place and amazing host with local tuk tuk service. It is a difficult location for Uber drivers to find sometimes. But overall the place is great and trendy with a convenient massage shop right downstairs.,3.6,3.5,4.9,3.3,0.72
209783266,20869092,David,2017-11-06,"Great place, will stay again",3.6,3.6,3.9,3.0,0.72
212247282,20869092,Kevin,2017-11-17,"Great place! It's part of a hotel with 24 hour check in too! The room is very clean and very well located (easy to call a meter taxi from the front desk, and located very close to the sky train public transportation) Thanks!",4.1,4.7,4.1,4.2,0.82
203073357,21065013,Alexandra,2017-10-14,"We spent a lovely week in Max's place. Stylish and spotless, with great WiFi. We loved having a rooftop pool to lounge in and a washing machine that we could use (after 3 months travelling this was a godsend). Max was always super speedy with his communications and willing to help. Our only suggestion would be to add a few more utensils to the kitchen to make it top notch (knives to accompany forks and spoons, a chopping board to save the sides and a coffee press for your morning caffeine hit).",4.4,4.0,4.3,4.8,0.88
204409664,21065013,Jean Luc,2017-10-18,I recommend strongly this place . Warm welcome and very responsive to any questions. This place is really nicely set up and convenient. Host was great. Quiet and safe place . Feel like home . Many thanks to my host .,3.1,3.9,4.7,4.0,0.62
205881270,21065013,颖,2017-10-23,"房东人很好,有问题咨询他都会迅速为我们解答，并且为我们解决问题。房间也很不错,就是位置有点偏僻，但是楼下都有免费的车接送，总之不错吧。",4.3,4.8,3.7,4.9,0.86
206554675,21065013,Anastasia,2017-10-26,Phasute's place was absolutely beautiful. We loved everything about the place... the pool was gorgeous and had an awesome view! It was in a great location as well. Definitely would stay here again.,3.9,4.3,3.9,3.8,0.78
207342847,21065013,Jasdeep,2017-10-29,"Lovely place, great location. We did not need the host in person, but Phasute was very quick to respond to any query and extremely friendly.<br/>He even allowed us to check out late on the final day as our flights were later in the evening. Would return to stay any time !",4.1,3.6,4.0,4.8,0.82
208102469,21065013,Damián,2017-10-31,"Thanks u very much to Max for a great service, your place is amazing and him make feel us like home ! 100% recommended .",3.2,4.0,4.3,4.5,0.64
209796720,21065013,Emily,2017-11-06,"Max and Nam were great hosts, she was waiting at the condo when we arrived and walked us thru the place and even suggested places to see and things to do.  The building attendants were very attentive and friendly and would take us where we wanted to go (locally).  I highly recommend the location, as it is nearby everything.  One drawback is the noise once the commute got started in the morning and afternoon.  Overall, a very pleasant stay and would definitely stay again.",3.1,3.7,4.7,4.4,0.62
211501089,21065013,Ty,2017-11-13,Great rooftop pool!,3.2,3.5,4.3,3.2,0.64
212078133,21065013,Li Mei,2017-11-16,Clean and nice place,4.9,3.2,4.2,3.2,0.98
212476520,21065013,Zumiko,2017-11-18,ห้องพักดีมากๆเลยค่ะ ตกแต่งสวย กว้างและมีสิ่งอำนวยความสะดวกครบครัน<br/>ที่พิเศษคือที่พักมีบริการรถตุ๊กตุ๊กไปส่งที่ปากซอยเพื่อต่อ BTS / MRT ด้วย สะดวกมากๆเลย<br/>ใกล้ๆก็มีร้านอาหารเยอะ<br/>แล้วจะไปพักอีกค๊า,4.2,3.1,4.7,3.5,0.84
213605898,21177746,Kanok-Orn,2017-11-22,Room is big and clean,3.7,4.6,4.6,4.7,0.74
215479425,21177746,Milan,2017-11-30,"The place was nice and clean, 5 min walk from the train station.  Max was great and communicated instantly. Would definitely stay again.",5.0,4.7,3.8,4.8,1.0
216494656,21177746,Shathan,2017-12-04,Lovely place. Not too far away from bts station walkable distance.  Nice view at night from the balcony.  1-2 station away from siam/centralworld malls. Big and spacious rooms. Tv with cable channels. Comfortable sofa.  There's everything you need. Makes u feel just like home when you are there.  Max is fast in responding. Great host. Thanks max! for the lovely stay =),4.4,3.9,4.4,4.7,0.88
216982611,21177746,Ikynn,2017-12-07,"Meet Phasute, who is pleasant and friendly. The whole apartment is clean with complete amenities. Phasute has sent us the ironing board & also kettle after requested. Very fast respond & communication is good. If you are travelling in big group (max 8 pax) recommended this apartment. It's close to Ploen Chit BTS station just 5 min walk. Thank you Phasute & Mac for offering a good place to stay.",4.1,3.2,4.4,3.3,0.82
218476475,21177746,Jayson,2017-12-13,"Awesome house, will book again next time!",3.2,4.3,3.6,3.5,0.64
218798289,21177746,Queenie,2017-12-15,Great apartment with lots of space. Mac has great communication and was able to accommodate my late night check in and provided clear instructions. Location is central as well,4.4,4.6,3.8,4.6,0.88
219803365,21177746,育庭,2017-12-19,The room is very comfortable！,4.8,4.6,3.9,3.7,0.96
220583679,21177746,Jeremy,2017-12-23,Mac was an amazing host and quick to answer any questions. This was an extremely nice apartment in a great location. Everything was as expected and the home was very comfortable. Definitely would stay here again if I visit Bangkok again!,4.5,4.8,4.7,3.7,0.9
221847792,21177746,Tat Sang,2017-12-28,Nice and clean apt<br/>Good for big family<br/>Close to MRT,3.0,4.7,4.6,4.3,0.6
222533797,21177746,Andy,2017-12-30,MAC is awesome. He is helpful to near perfection with arranging for transport and even late night request. We are warmed by his hospitality and would definitely return soon.,3.0,4.4,4.1,3.7,0.6
198952170,20874895,Alice,2017-10-01,"This is very good and suitable place for family and friends. The house is big, clean enough for many people. They also provide a lot useful thing such as shower essentials etc. Moreover downstairs have shop so u can buy something in there. Safety environment with guard and need to tap card to access the build. It is a high class condo for staying！",3.4,4.8,3.6,4.2,0.68
200349562,20874895,Nicholas,2017-10-05,"The unit us in a very large condo development with lots of high end features. Nice secure lobby, huge swimming pools, gym, kids playground sitting areas. The condo has a mall right below it with restaurants well priced coffee and a supermarket. The unit itself is homey snd has what you need including a washer. Checkin is super easy and straightforward",3.2,4.6,3.6,5.0,0.64
200883884,20874895,Rao,2017-10-07,在airbnb上反复比较，最终选择了Rebecca的酒店式公寓，总体感觉很棒，性价比非常好。沟通方面：房东是中国人，沟通起来非常方便。房东很nice，回复询问及时又很有耐心，并给了我们很多宝贵的攻略和建议。住宿方面：房间整洁，配套齐全，有一种异国居家生活的美好感觉。公寓位置：位于繁华的拉查达路，楼下有7-11（24小时）、特色餐厅、boots等，P层有超赞的热带空中花园，两个游泳池和健身房非常棒，其中一个非常适合小孩子玩水。步行5-10分钟可到达Central Rama9（尚泰百货）、Lotus超市和MRT（Rama9站）。距离机场高速也很近。总之，下次来还会住这里！,3.3,3.8,4.4,4.5,0.66
203369762,20874895,Jason,2017-10-15,"Rebecca's place was a great stopover for our family of five. The apartment was very clean with what seemed to be many brand-new or barely-used furnishings (glassware, appliances, etc). Comfortable beds and a very nice shower which we appreciate. We enjoyed the location (five minute walk to the subway, very convenient) and the convenience of the grocery store downstairs. Also can't fail to mention the relaxing pool and small fitness facility which were nice to utilize a couple times. We feel we got good value for our moment and we're glad we stayed there.",4.1,4.4,3.8,3.2,0.82
204203870,20874895,Sinndy,2017-10-17,Everything is good^^,3.1,3.3,4.7,3.3,0.62
205376001,20874895,墅13538831058,2017-10-22,超高的性价比，热情的服务，便利的交通，整洁的屋子，乐于助人的助理，干净的露天游泳池，最主要的是有全自动洗衣机免费使用，住了十几个guest house，第一次遇到这么齐全的家用电器，感谢热情的你们,4.7,4.9,3.5,3.2,0.94
206350196,20874895,Sandrine,2017-10-25,Bel appartement. Belle piscine. Bien situé.,4.0,3.0,4.1,4.7,0.8
206558504,20874895,秉樺,2017-10-26,兩房一廳的確非常的超值！非常適合家庭住宿，外面客廳還有一張床可以睡，公設的游泳池也非常漂亮，飯店式的管理和住戶水準也高，非常推薦一家人入住~~,3.1,4.3,4.1,3.9,0.62
207344123,20874895,Yi,2017-10-29,非常好的体验，交通便利,4.5,3.7,3.8,4.0,0.9
208109017,20874895,Sum,2017-10-31,Great place to recommend. The swimming pool is amazing,4.8,4.3,3.8,3.4,0.96
204606863,21209134,John,2017-10-19,"Yim is wonderful , and very helpful, the actual spot is great close to a vibrant street , yet far enough away to be peaceful , and wonderful garden , and cafe right on your door step,",4.1,3.1,4.9,5.0,0.82
